Date,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
6/16/2013,Kathmandu,27.7,85.3,16.14,83.59,14.48,80.94,20.3,16.49,23.48,17.38,6.11,20.82,1.83,3.59,0.61,2.98,2.19,3.8,0.95,2.85
6/17/2013,Kathmandu,27.7,85.3,46.09,83.51,14.37,77.76,20.82,16.28,25.46,16.82,8.63,21.43,1.62,2.98,0.67,2.31,1.77,2.55,1.06,1.48
6/18/2013,Kathmandu,27.7,85.3,5.66,83.35,14.48,76.65,21.13,16.42,25.73,17.25,8.47,21.83,1.6,3.7,0.14,3.56,1.55,3.11,0.24,2.87
6/19/2013,Kathmandu,27.7,85.3,5.39,83.34,14.95,80.68,20.81,17,24.81,17.51,7.3,22.06,2.16,4.26,0.58,3.68,2.21,3.5,0.81,2.69
6/20/2013,Kathmandu,27.7,85.3,2.84,83.32,15.33,82.41,20.87,17.44,25.37,16.45,8.92,22.29,2.36,4.62,0.42,4.21,2.3,4.02,0.47,3.56
6/21/2013,Kathmandu,27.7,85.3,23.06,83.3,16.13,85.7,21.05,18.26,24.87,17.9,6.97,21.93,2.07,4.32,0.18,4.14,1.93,3.74,0.28,3.46
6/22/2013,Kathmandu,27.7,85.3,13.89,83.38,16.16,83.09,21.61,18.21,25.41,18.61,6.8,22.45,1.83,3.74,0.33,3.41,1.79,2.98,0.44,2.54
6/23/2013,Kathmandu,27.7,85.3,29.78,83.3,16.35,82.32,21.93,18.35,25.83,19.06,6.77,22.53,1.79,3.9,0.23,3.67,1.77,3.26,0.21,3.05
6/24/2013,Kathmandu,27.7,85.3,3.55,83.37,15.99,80.84,21.88,18.02,25.75,18.62,7.13,22.76,2.05,3.86,0.04,3.82,2.04,3.31,0.14,3.17
6/25/2013,Kathmandu,27.7,85.3,8.46,83.52,16.32,84.27,21.56,18.41,25.12,18.48,6.64,22.36,2,4.11,0.35,3.76,2.01,3.45,0.61,2.84
6/26/2013,Kathmandu,27.7,85.3,23.13,83.44,16.72,86.43,21.52,18.76,25.16,18.81,6.35,22.27,1.75,3.64,0.25,3.39,1.69,3.22,0.43,2.79
6/27/2013,Kathmandu,27.7,85.3,16.58,83.32,16.55,88.12,21.01,18.56,24.37,18.19,6.18,21.78,1.68,3.33,0.05,3.28,1.73,2.72,0.11,2.61
6/28/2013,Kathmandu,27.7,85.3,10.41,83.23,17.12,89.13,21.36,19.14,25.3,18.06,7.24,22.28,2.68,5.56,0.65,4.91,2.79,5.59,0.83,4.76
6/29/2013,Kathmandu,27.7,85.3,8.72,83.23,16.87,91.13,20.76,18.87,24.29,18.4,5.89,21.39,2.47,5.85,0.47,5.37,2.66,5.65,0.82,4.83
6/30/2013,Kathmandu,27.7,85.3,2.84,83.3,16.22,85.31,21.21,18.22,25.46,17.5,7.96,21.99,2.17,4.58,0.66,3.93,2.33,4.18,0.96,3.22
07-01-2013,Kathmandu,27.7,85.3,2.34,83.21,17.02,88.27,21.42,19.08,25.2,18.36,6.84,22.21,2,4.37,0.18,4.2,1.94,3.76,0.24,3.52
07-02-2013,Kathmandu,27.7,85.3,1.8,83.25,17.01,87.61,21.54,19.08,25.55,18.44,7.11,22.5,2.01,4.5,0.16,4.34,1.97,4,0.29,3.71
07-03-2013,Kathmandu,27.7,85.3,2.86,83.42,16.76,88.23,21.22,18.86,24.31,18.74,5.56,22,1.8,3.88,0.18,3.69,1.78,3.3,0.21,3.09
07-04-2013,Kathmandu,27.7,85.3,10.63,83.41,16.74,87.19,21.39,18.79,25.21,18.05,7.16,22.31,2.05,4.2,0.02,4.17,2.06,3.55,0.06,3.49
07-05-2013,Kathmandu,27.7,85.3,22.69,83.45,16.33,89.37,20.59,18.48,23.86,18.2,5.66,21.43,1.87,3.5,0.66,2.85,1.9,2.8,0.87,1.93
07-06-2013,Kathmandu,27.7,85.3,15.8,83.64,16.23,88.01,20.78,18.37,24.69,17.42,7.27,21.67,2.19,4.63,0.57,4.06,2.19,4.17,0.8,3.37
07-07-2013,Kathmandu,27.7,85.3,7.91,83.63,16.18,88.12,20.71,18.35,24.3,17.79,6.5,21.82,2.14,4.45,0.33,4.12,2.07,3.84,0.46,3.39
07-08-2013,Kathmandu,27.7,85.3,19.72,83.5,16.25,89.21,20.56,18.38,24.05,17.56,6.49,21.56,2.37,4.86,0.21,4.65,2.29,4.35,0.04,4.31
07-09-2013,Kathmandu,27.7,85.3,20.36,83.33,15.94,87.48,20.53,17.97,23.93,17.82,6.11,21.39,1.82,3.58,0.17,3.41,1.77,3.01,0.37,2.64
07-10-2013,Kathmandu,27.7,85.3,7.33,83.24,16.75,89.62,20.92,18.78,24.47,17.74,6.72,21.84,2.55,4.7,0.58,4.12,2.63,4.12,0.85,3.26
07-11-2013,Kathmandu,27.7,85.3,0.41,83.47,16.51,88.75,20.89,18.64,24.4,17.93,6.47,22.02,2.02,4.07,0.45,3.62,2.05,3.45,0.54,2.91
07-12-2013,Kathmandu,27.7,85.3,0.35,83.58,16.97,88.02,21.49,19.06,25.1,18.31,6.79,22.43,2.19,4.17,0.45,3.72,2.21,3.7,0.58,3.13
7/13/2013,Kathmandu,27.7,85.3,0.33,83.53,16.42,88.64,20.84,18.56,24.14,18.19,5.95,21.72,1.86,3.96,0.34,3.62,1.91,3.28,0.61,2.68
7/14/2013,Kathmandu,27.7,85.3,0.03,83.41,16.39,85.82,21.31,18.39,25.29,17.88,7.4,22.2,1.83,3.68,0.17,3.51,1.76,3.03,0.25,2.78
7/15/2013,Kathmandu,27.7,85.3,0.07,83.48,16.88,87.39,21.5,18.96,25.5,18.26,7.24,22.29,2.2,5.61,0.09,5.52,2.09,5.28,0.18,5.1
7/16/2013,Kathmandu,27.7,85.3,1.94,83.5,15.9,83.12,21.36,18.02,25.05,18.27,6.78,22.14,2.2,4.39,0.4,4,2.17,3.83,0.44,3.4
7/17/2013,Kathmandu,27.7,85.3,10.2,83.46,16.47,85.4,21.47,18.55,25.43,18.34,7.09,22.46,2.13,4.41,0.31,4.11,2.09,3.97,0.42,3.54
7/18/2013,Kathmandu,27.7,85.3,15.02,83.23,16.33,87.17,20.96,18.38,24.49,17.98,6.5,21.88,2.07,4.42,0.22,4.2,2.04,3.75,0.36,3.39
7/19/2013,Kathmandu,27.7,85.3,15.3,83.26,16.37,88.93,20.67,18.46,23.89,18.23,5.65,21.37,1.73,4.15,0.11,4.05,1.69,3.64,0.1,3.54
7/20/2013,Kathmandu,27.7,85.3,0.55,83.44,16.32,84.76,21.44,18.38,25.61,18.19,7.41,22.21,1.69,3.88,0.35,3.53,1.62,3.31,0.34,2.97
7/21/2013,Kathmandu,27.7,85.3,0.19,83.22,16.92,87.73,21.42,18.97,24.94,18.43,6.51,22.29,2.34,4.79,0.17,4.62,2.28,4.26,0.26,4
7/22/2013,Kathmandu,27.7,85.3,0.78,83.31,16.59,87.51,21.16,18.61,25.12,18.53,6.59,21.69,1.52,3.51,0.17,3.33,1.54,3.09,0.28,2.82
7/23/2013,Kathmandu,27.7,85.3,1.59,83.39,16.11,82.45,21.68,18.24,25.47,17.83,7.65,22.39,2.06,4.23,0.28,3.95,2.01,3.49,0.4,3.08
7/24/2013,Kathmandu,27.7,85.3,3.24,83.42,16.04,83.68,21.37,18.09,25.15,18.1,7.05,22.18,2.17,4.5,0.46,4.04,2.13,4.01,0.56,3.45
7/25/2013,Kathmandu,27.7,85.3,3.43,83.24,16.26,85.37,21.23,18.27,24.82,17.79,7.03,22.08,2.01,3.79,0.43,3.36,2.01,3.35,0.58,2.77
7/26/2013,Kathmandu,27.7,85.3,11.1,83.12,16.24,86.03,21.06,18.24,24.53,18.29,6.23,21.6,2.07,3.95,0.33,3.63,2.1,3.37,0.54,2.84
7/27/2013,Kathmandu,27.7,85.3,6.21,83.3,15.95,86.6,20.7,18.06,23.63,18.18,5.45,21.11,2.16,4.52,0.22,4.31,2.34,4.15,0.3,3.85
7/28/2013,Kathmandu,27.7,85.3,7.27,83.41,16.28,86.43,21.08,18.34,25.34,17.58,7.76,21.76,1.83,3.78,0.22,3.56,1.88,3.28,0.29,2.99
7/29/2013,Kathmandu,27.7,85.3,3.85,83.37,17.01,87.05,21.67,19.05,25.01,18.53,6.49,22.38,1.87,3.91,0.29,3.62,1.89,3.36,0.31,3.05
7/30/2013,Kathmandu,27.7,85.3,17.23,83.24,16.69,82.2,22.28,18.7,25.84,18.83,7.01,22.77,2.29,3.92,1.1,2.82,2.51,3.39,1.14,2.25
7/31/2013,Kathmandu,27.7,85.3,10.87,83.27,16.92,87.61,21.46,18.99,25.68,18.79,6.89,22.1,1.93,4.52,0.28,4.23,2.09,3.98,0.28,3.71
08-01-2013,Kathmandu,27.7,85.3,9.05,83.39,15.97,86.79,20.7,18.06,24.17,17.91,6.26,21.24,2.28,4.75,0.21,4.54,2.4,4.65,0.34,4.31
08-02-2013,Kathmandu,27.7,85.3,6.7,83.62,15.54,85.49,20.55,17.71,24.31,17.35,6.95,21.15,1.83,3.97,0.35,3.62,1.99,3.36,0.64,2.72
08-03-2013,Kathmandu,27.7,85.3,8.21,83.68,15.9,86.77,20.7,18.06,24.26,17.64,6.61,21.39,1.78,4.01,0.02,4,1.7,3.28,0.08,3.2
08-04-2013,Kathmandu,27.7,85.3,5.83,83.61,15.99,82.39,21.61,18.07,25.26,18.3,6.97,22.05,1.95,3.86,0.46,3.41,1.98,3.25,0.68,2.57
08-05-2013,Kathmandu,27.7,85.3,30.92,83.64,16.06,85.24,21.13,18.14,24.34,18.5,5.83,21.84,2.14,3.83,0.37,3.46,2.16,3.15,0.38,2.77
08-06-2013,Kathmandu,27.7,85.3,13.89,83.7,15.93,88.65,20.38,18.06,24.03,16.96,7.07,21.18,1.76,4.14,0.05,4.09,1.67,3.48,0.18,3.31
08-07-2013,Kathmandu,27.7,85.3,13.73,83.64,15.33,88.04,19.87,17.51,22.34,17.5,4.84,20.21,1.39,2.63,0.06,2.57,1.29,2.05,0.13,1.92
08-08-2013,Kathmandu,27.7,85.3,9.37,83.59,16,89.22,20.33,18.1,24.31,17.05,7.27,20.96,2.2,4.76,0.16,4.6,2.16,4.34,0.24,4.1
08-09-2013,Kathmandu,27.7,85.3,10.17,83.6,15.98,90.12,20.14,18.1,23.76,17.62,6.14,20.74,2.26,5.25,0.47,4.79,2.46,5.1,0.74,4.36
08-10-2013,Kathmandu,27.7,85.3,2.31,83.64,15.54,89.57,19.8,17.65,22.76,17.05,5.71,20.25,1.73,3.31,0.66,2.65,1.86,2.72,0.98,1.74
08-11-2013,Kathmandu,27.7,85.3,38.84,83.72,16.04,90.79,20.11,18.22,23.68,17.06,6.61,20.75,2.33,5.07,0.05,5.02,2.37,4.6,0.22,4.38
08-12-2013,Kathmandu,27.7,85.3,45.16,83.72,15.85,88.88,20.25,18.01,24.03,16.96,7.08,20.8,1.87,4.24,0.14,4.1,1.77,3.61,0.22,3.39
8/13/2013,Kathmandu,27.7,85.3,21.82,83.66,15.84,89.33,20.16,17.96,23.13,17.33,5.8,20.62,1.84,3.92,0.21,3.71,1.78,3.49,0.43,3.06
8/14/2013,Kathmandu,27.7,85.3,4.87,83.64,15.51,86.2,20.4,17.49,23.9,17.36,6.54,20.96,1.67,3.32,0.35,2.97,1.56,2.65,0.36,2.29
8/15/2013,Kathmandu,27.7,85.3,7.23,83.68,15.73,86.79,20.51,17.75,24.06,17.8,6.26,21.05,1.81,3.66,0.15,3.52,1.79,3.16,0.22,2.94
8/16/2013,Kathmandu,27.7,85.3,21.94,83.56,16.2,91.49,20.11,18.24,23.15,17.63,5.51,20.49,2.37,5.29,0.09,5.2,2.46,5.07,0.14,4.93
8/17/2013,Kathmandu,27.7,85.3,5.86,83.47,16.32,92.1,20.1,18.37,23.24,17.86,5.38,20.6,1.85,4.07,0.17,3.9,1.86,3.78,0.17,3.61
8/18/2013,Kathmandu,27.7,85.3,12.28,83.47,16.08,89.3,20.37,18.09,23.47,17.68,5.79,20.6,1.57,2.88,0.37,2.52,1.66,2.58,0.48,2.1
8/19/2013,Kathmandu,27.7,85.3,6.72,83.44,15.79,85.02,20.86,17.74,24.16,17.84,6.32,21.04,1.97,3.59,0.28,3.31,2,2.99,0.24,2.76
8/20/2013,Kathmandu,27.7,85.3,1.59,83.35,16.26,91.22,20.18,18.28,22.97,17.67,5.3,20.4,1.82,4.06,0.16,3.89,1.88,3.56,0.26,3.3
8/21/2013,Kathmandu,27.7,85.3,8.11,83.39,14.78,83.01,20.18,16.76,23.51,17.81,5.7,20.09,1.31,2.63,0.36,2.27,1.41,2.11,0.43,1.68
8/22/2013,Kathmandu,27.7,85.3,4.68,83.54,15.34,86.3,20.17,17.41,23.54,17.03,6.51,20.33,1.66,3.58,0.09,3.49,1.59,2.84,0.1,2.74
8/23/2013,Kathmandu,27.7,85.3,3.21,83.62,15.83,85.5,20.85,17.81,24.53,17.59,6.94,21.03,1.71,3.3,0.54,2.76,1.62,2.55,0.65,1.9
8/24/2013,Kathmandu,27.7,85.3,3.58,83.62,16.81,89.22,21.12,18.89,24.67,17.63,7.04,21.61,1.74,3.64,0.03,3.61,1.69,3.2,0.06,3.13
8/25/2013,Kathmandu,27.7,85.3,7.73,83.48,16.8,90.53,20.85,18.88,24.25,18.11,6.14,21.26,2.06,4.15,0.21,3.94,2.09,3.75,0.33,3.42
8/26/2013,Kathmandu,27.7,85.3,13.7,83.45,14.34,84.88,19.34,16.33,22.43,16.88,5.55,19.45,1.35,2.63,0.26,2.37,1.59,2.24,0.44,1.8
8/27/2013,Kathmandu,27.7,85.3,8.59,83.54,14.75,88.84,19.08,16.85,21.55,17.05,4.51,19.17,1.43,2.87,0.24,2.63,1.57,2.62,0.49,2.13
8/28/2013,Kathmandu,27.7,85.3,3.61,83.69,15.28,86.03,20.19,17.33,23.26,17.31,5.95,20.37,1.79,3.4,0.13,3.27,1.79,2.93,0.11,2.82
8/29/2013,Kathmandu,27.7,85.3,5.43,83.77,15.96,90.65,20.06,18.09,23.44,17.6,5.84,20.49,1.64,4.13,0.15,3.99,1.54,3.65,0.15,3.5
8/30/2013,Kathmandu,27.7,85.3,4.6,83.69,15.73,89.99,19.93,17.84,23.26,17.25,6.01,20.26,1.87,4.06,0.13,3.93,1.81,3.4,0.13,3.27
8/31/2013,Kathmandu,27.7,85.3,4.31,83.67,15.99,90.07,20.18,18.12,23.89,16.99,6.9,20.74,2.06,3.83,0.72,3.11,2.19,3.19,1.18,2.01
09-01-2013,Kathmandu,27.7,85.3,15.57,83.68,16.47,93.38,20.07,18.5,23.19,17.28,5.91,20.22,2.49,5.52,0.47,5.05,2.78,5.45,0.77,4.68
09-02-2013,Kathmandu,27.7,85.3,52.18,83.76,16.83,94.91,20.16,18.91,23.25,17.95,5.3,20.44,2.32,4.87,0.63,4.23,2.72,4.74,1.09,3.65
09-03-2013,Kathmandu,27.7,85.3,23.08,83.69,16.37,95.22,19.65,18.47,21.85,17.99,3.86,20.09,2.48,4.14,1.44,2.69,2.91,3.78,1.87,1.92
09-04-2013,Kathmandu,27.7,85.3,9.59,83.49,16.4,94.34,19.79,18.48,22.85,16.88,5.97,20.5,3.12,5.29,1.02,4.28,3.73,5.33,1.55,3.79
09-05-2013,Kathmandu,27.7,85.3,2.79,83.45,16.55,93.24,20.12,18.49,23.71,17.16,6.54,20.78,2.65,4.22,1.25,2.97,3.28,4.22,2.33,1.89
09-06-2013,Kathmandu,27.7,85.3,1.16,83.71,14.84,87.58,19.45,16.68,23.39,16.29,7.1,19.71,1.58,3.37,0.17,3.19,1.63,2.8,0.32,2.48
09-07-2013,Kathmandu,27.7,85.3,0.89,83.9,13.61,85.09,18.56,15.25,22.6,15.37,7.22,18.7,1.58,3.2,0.28,2.91,1.51,2.56,0.21,2.35
09-08-2013,Kathmandu,27.7,85.3,1.53,84.03,13.76,84.87,18.8,15.63,22.81,15.27,7.54,18.92,1.67,3.53,0.27,3.26,1.64,2.89,0.44,2.45
09-09-2013,Kathmandu,27.7,85.3,6.25,84.02,14.56,88.24,19.08,16.44,22.56,15.29,7.27,19.32,2.44,3.66,0.38,3.27,2.74,4.67,0.35,4.32
09-10-2013,Kathmandu,27.7,85.3,4.83,83.86,15.57,93.65,19.15,17.72,22.06,16.75,5.31,19.56,2.89,5.38,1.39,3.99,3.39,5.11,2.21,2.91
09-11-2013,Kathmandu,27.7,85.3,0.57,83.91,15.3,91.05,19.34,17.39,22.55,16.81,5.74,19.71,1.86,3.83,0.37,3.46,1.95,3.39,0.65,2.73
09-12-2013,Kathmandu,27.7,85.3,0.23,84.09,15.23,89.71,19.54,17.33,22.99,16.72,6.27,19.83,1.56,3.32,0.14,3.18,1.6,2.98,0.19,2.79
9/13/2013,Kathmandu,27.7,85.3,1.71,84.1,14.08,81.76,19.78,15.98,24.18,15.99,8.19,19.78,1.52,3.06,0.29,2.77,1.54,2.55,0.33,2.21
9/14/2013,Kathmandu,27.7,85.3,10.32,83.88,12.9,75.8,19.56,14.29,23.97,16,7.98,18.94,1.7,3.01,0.48,2.52,1.79,2.63,0.6,2.04
9/15/2013,Kathmandu,27.7,85.3,2.24,83.66,12.86,78.06,19,14.3,23.25,15.42,7.83,18.64,1.68,3.11,0.65,2.46,1.78,2.56,1.02,1.55
9/16/2013,Kathmandu,27.7,85.3,0.89,83.61,13.27,80.91,18.91,14.6,23.13,15.4,7.73,18.52,1.7,3.23,0.53,2.69,1.79,2.82,0.75,2.06
9/17/2013,Kathmandu,27.7,85.3,0.09,83.63,13.42,80.15,19.25,14.83,23.66,15.71,7.95,18.73,1.8,3.24,0.65,2.59,1.97,2.88,0.9,1.97
9/18/2013,Kathmandu,27.7,85.3,0.12,83.67,13.41,77.37,19.81,14.89,24.38,16.03,8.35,19.04,1.73,3.01,0.5,2.52,1.82,2.74,0.67,2.07
9/19/2013,Kathmandu,27.7,85.3,0.46,83.69,14.02,78.31,20.33,15.78,24.12,17.26,6.86,19.83,1.7,3.11,0.38,2.73,1.79,2.72,0.55,2.18
9/20/2013,Kathmandu,27.7,85.3,0.04,83.79,15.17,83.54,20.57,17.1,24.18,17.15,7.03,20.33,1.66,3.2,0.35,2.85,1.92,3.14,0.7,2.43
9/21/2013,Kathmandu,27.7,85.3,2.67,83.83,15.51,87.7,20.15,17.38,23.2,17.8,5.4,20,1.22,2.86,0.26,2.6,1.24,2.27,0.38,1.89
9/22/2013,Kathmandu,27.7,85.3,13.3,83.68,15.94,90.21,20.1,17.81,23.58,17.5,6.08,20.09,1.37,2.91,0.16,2.75,1.39,2.56,0.3,2.26
9/23/2013,Kathmandu,27.7,85.3,0.54,83.61,15.87,88.72,20.29,17.94,24.01,17.08,6.93,20.35,1.6,3.8,0.12,3.68,1.63,3.31,0.08,3.23
9/24/2013,Kathmandu,27.7,85.3,0.17,83.76,14.55,81.76,20.24,16.37,24.74,16.33,8.41,20,1.68,3.35,0.27,3.08,1.79,2.77,0.51,2.26
9/25/2013,Kathmandu,27.7,85.3,1.15,83.94,14.4,82.6,19.95,16.12,23.16,17.3,5.86,19.14,1.35,3.03,0.35,2.68,1.4,2.81,0.17,2.64
9/26/2013,Kathmandu,27.7,85.3,0.14,83.93,15.06,90.95,19.11,17.1,21.9,17.21,4.7,19.07,1.67,3.95,0.22,3.73,1.81,3.54,0.32,3.22
9/27/2013,Kathmandu,27.7,85.3,4.46,83.92,14.91,90.59,19.01,16.94,22,16.22,5.79,19.01,1.2,3,0.07,2.93,1.18,2.46,0.06,2.41
9/28/2013,Kathmandu,27.7,85.3,13.39,83.9,14.91,88.05,19.46,16.91,22.55,17.22,5.34,19.11,1.36,3.11,0.15,2.96,1.39,2.58,0.21,2.37
9/29/2013,Kathmandu,27.7,85.3,1.93,83.83,13.91,85.27,18.86,15.77,21.91,16.49,5.43,18.58,1.51,2.82,0.5,2.32,1.55,2.19,0.75,1.44
9/30/2013,Kathmandu,27.7,85.3,5.17,83.82,13.91,87.78,18.4,15.85,21.8,15.99,5.82,18.45,1.65,3.72,0.35,3.36,1.69,3.15,0.44,2.71
10-01-2013,Kathmandu,27.7,85.3,5.83,84.01,14.17,89,18.51,16.29,22.23,15.27,6.96,18.73,1.61,3.72,0.14,3.58,1.68,3.26,0.04,3.22
10-02-2013,Kathmandu,27.7,85.3,3.44,84.2,13.89,89.48,18.15,15.95,21,15.98,5.02,18.06,1.6,3.15,0.57,2.59,1.86,2.82,0.94,1.88
10-03-2013,Kathmandu,27.7,85.3,8.16,84.14,14.03,88.18,18.52,16.08,21.87,16.21,5.67,18.37,1.8,3.51,0.27,3.24,2,3.24,0.12,3.12
10-04-2013,Kathmandu,27.7,85.3,6.05,84.01,13.54,90.84,17.46,15.53,20.05,15.27,4.78,17.38,1.39,3.07,0.45,2.62,1.53,2.65,0.73,1.92
10-05-2013,Kathmandu,27.7,85.3,11.59,83.8,14.17,92.96,17.77,16.13,20.72,15.81,4.91,17.77,1.71,3.46,0.78,2.69,1.96,3.08,1.25,1.83
10-06-2013,Kathmandu,27.7,85.3,2.14,83.91,14.25,91.08,18.21,16.08,21.51,15.79,5.72,18.28,1.12,2.99,0.09,2.9,1.22,2.58,0.25,2.33
10-07-2013,Kathmandu,27.7,85.3,0.34,84.14,13.36,86.71,18.01,14.88,21.95,15.16,6.79,17.98,1.36,3.67,0.09,3.57,1.41,3.02,0.03,2.99
10-08-2013,Kathmandu,27.7,85.3,1.87,84.3,12.74,82.24,18.14,14.03,22.73,14.24,8.49,17.57,1.61,3.7,0.03,3.67,1.62,2.98,0.19,2.79
10-09-2013,Kathmandu,27.7,85.3,3.82,84.29,13.02,84.13,18.12,14.63,22.33,14.64,7.68,17.51,1.54,3.47,0.22,3.25,1.52,2.76,0.31,2.45
10-10-2013,Kathmandu,27.7,85.3,0.57,84.35,13.36,84.73,18.42,15.17,22.42,15.02,7.39,17.82,1.51,3.39,0.16,3.22,1.51,2.78,0.23,2.55
10-11-2013,Kathmandu,27.7,85.3,0.06,84.27,12.73,78.25,18.92,14.45,22.96,16.23,6.74,18.1,1.32,2.57,0.26,2.31,1.49,2.29,0.32,1.97
10-12-2013,Kathmandu,27.7,85.3,2,84.11,11.7,72.74,18.71,12.85,22.71,16.04,6.68,17.33,1.42,2.67,0.33,2.34,1.57,2.24,0.21,2.04
10/13/2013,Kathmandu,27.7,85.3,14.17,84.07,12.32,82.63,17.49,13.65,20.44,15.63,4.82,16.49,1.37,2.46,0.64,1.82,1.72,2.49,0.93,1.56
10/14/2013,Kathmandu,27.7,85.3,57.64,83.87,12.27,89.34,16.16,13.95,19.26,14.26,5,15.46,1.92,2.79,1.04,1.75,3.23,4.26,1.56,2.71
10/15/2013,Kathmandu,27.7,85.3,10.78,83.95,12.26,86.89,16.6,13.93,19.49,14.24,5.24,16.24,1.45,2.26,0.53,1.73,2.07,4.21,0.8,3.41
10/16/2013,Kathmandu,27.7,85.3,6.3,84.01,12.87,88.97,16.99,14.58,21.22,14.06,7.17,17.01,1.6,3.24,0.37,2.86,1.75,2.95,0.25,2.7
10/17/2013,Kathmandu,27.7,85.3,3.49,84.13,13.06,88.83,17.28,14.77,21.22,14.39,6.82,17.12,1.61,3.2,0.7,2.51,1.76,2.89,0.88,2.01
10/18/2013,Kathmandu,27.7,85.3,7.26,84.16,13.45,91.81,17.22,15.14,20.54,15.04,5.5,16.95,1.5,3.4,0.17,3.23,1.68,3.2,0.3,2.9
10/19/2013,Kathmandu,27.7,85.3,4.33,84.24,12.34,88.2,16.52,13.95,20.14,13.49,6.65,16.35,1.41,3.16,0.1,3.06,1.44,2.66,0.12,2.54
10/20/2013,Kathmandu,27.7,85.3,2.83,84.11,10.58,79.72,15.69,11.22,19.57,13.06,6.51,14.82,1.56,3.03,0.42,2.61,1.58,2.63,0.52,2.11
10/21/2013,Kathmandu,27.7,85.3,2.92,84.04,10.64,83.03,15.12,11.5,19.37,11.79,7.58,14.42,1.69,3.66,0.28,3.38,1.77,3.17,0.38,2.78
10/22/2013,Kathmandu,27.7,85.3,0.18,84.22,10.32,80.48,15.17,11.05,19.73,11.83,7.91,14.23,1.61,3.45,0.12,3.33,1.65,2.98,0.22,2.76
10/23/2013,Kathmandu,27.7,85.3,0,84.4,10.61,82.24,15.29,11.47,20,11.25,8.75,14.33,1.52,3.5,0.26,3.24,1.47,2.81,0.36,2.45
10/24/2013,Kathmandu,27.7,85.3,0.03,84.34,11.28,84.4,15.83,12.55,20.23,12.71,7.52,14.67,1.69,3.35,0.25,3.1,1.75,2.86,0.38,2.48
10/25/2013,Kathmandu,27.7,85.3,0.01,84.2,11.41,86.06,15.67,12.76,20.01,12.61,7.4,15.19,1.53,3.28,0.27,3.01,1.64,2.69,0.51,2.18
10/26/2013,Kathmandu,27.7,85.3,0.1,84.15,11.31,90.46,14.75,12.52,18.76,11.89,6.87,14.71,1.55,3.41,0.32,3.09,1.58,2.98,0.36,2.62
10/27/2013,Kathmandu,27.7,85.3,0.52,83.99,11.44,91.94,14.65,12.8,18.24,12.02,6.22,14.72,1.75,3.67,0.28,3.39,2.01,3.21,0.4,2.81
10/28/2013,Kathmandu,27.7,85.3,0.4,83.87,11.05,91.55,14.16,12.14,17.69,11.62,6.07,14.22,1.89,3.82,0.23,3.58,2.19,3.57,0.39,3.18
10/29/2013,Kathmandu,27.7,85.3,0.03,84.02,9.97,84.16,13.91,10.59,18.46,10.2,8.26,13.19,1.63,3.62,0.12,3.5,1.69,3.03,0.14,2.89
10/30/2013,Kathmandu,27.7,85.3,0,84.23,10.26,87.94,13.72,11.1,17.83,10.64,7.19,12.98,1.58,3.52,0.24,3.28,1.63,3.14,0.28,2.85
10/31/2013,Kathmandu,27.7,85.3,0.13,84.3,9.86,86.54,13.37,10.47,17.32,10.64,6.68,12.3,1.45,3.08,0.25,2.83,1.54,2.64,0.35,2.29
11-01-2013,Kathmandu,27.7,85.3,0.38,84.28,9.5,83.84,13.29,9.67,17.56,10.48,7.08,12.17,1.53,3.24,0.28,2.96,1.64,2.84,0.43,2.42
11-02-2013,Kathmandu,27.7,85.3,0.5,84.19,9.65,84.85,13.31,9.82,17.56,10.4,7.16,12.26,1.5,3.02,0.4,2.62,1.68,2.88,0.66,2.22
11-03-2013,Kathmandu,27.7,85.3,1.92,84.31,8.8,79.08,13.01,8.78,17.47,10.3,7.17,11.74,1.51,3.25,0.32,2.94,1.63,2.81,0.49,2.32
11-04-2013,Kathmandu,27.7,85.3,0,84.48,8.14,75.21,12.63,7.49,17.24,9.46,7.78,10.66,1.54,3.51,0.44,3.07,1.57,3,0.4,2.6
11-05-2013,Kathmandu,27.7,85.3,0,84.54,8.62,76.52,13.24,8.28,17.92,10.3,7.62,11.16,1.61,3.27,0.63,2.64,1.69,2.68,0.89,1.78
11-06-2013,Kathmandu,27.7,85.3,0,84.52,8.46,71.68,13.95,7.8,19,10.89,8.11,11.43,1.48,3.09,0.34,2.75,1.54,2.64,0.46,2.18
11-07-2013,Kathmandu,27.7,85.3,0,84.4,7.78,67.58,13.56,5.86,18.61,10.49,8.12,11.08,1.52,2.98,0.15,2.82,1.61,2.69,0.26,2.43
11-08-2013,Kathmandu,27.7,85.3,0,84.31,7.32,66,12.98,4.94,18.17,9.76,8.41,10.48,1.51,2.84,0.17,2.67,1.59,2.44,0.11,2.33
11-09-2013,Kathmandu,27.7,85.3,0,84.31,6.6,61.48,12.49,3.72,17.85,8.81,9.04,10.13,1.42,2.41,0.5,1.91,1.54,2.17,0.57,1.6
11-10-2013,Kathmandu,27.7,85.3,0,84.27,6.19,58.17,12.35,2.88,17.92,8.82,9.1,9.54,1.54,2.57,0.61,1.96,1.71,2.44,0.56,1.88
