SN,Commodity,Date,Unit,Minimum,Maximum,Average
118047,Ginger,01-06-2018,Kg,80,85,82.5
118112,Ginger,02-06-2018,Kg,80,85,82.5
118177,Ginger,03-06-2018,Kg,80,85,82.5
118242,Ginger,04-06-2018,Kg,80,85,82.5
118307,Ginger,05-06-2018,Kg,80,85,82.5
118372,Ginger,06-06-2018,Kg,80,90,85
118437,Ginger,07-06-2018,Kg,80,90,85
118501,Ginger,08-06-2018,Kg,80,85,82.5
118565,Ginger,09-06-2018,Kg,80,85,82.5
118628,Ginger,10-06-2018,Kg,80,90,85
118692,Ginger,11-06-2018,Kg,80,90,85
118755,Ginger,12-06-2018,Kg,80,90,85
118819,Ginger,13-06-2018,Kg,80,90,85
118884,Ginger,14-06-2018,Kg,80,90,85
118949,Ginger,15-06-2018,Kg,95,100,97.5
119014,Ginger,16-06-2018,Kg,95,100,97.5
119079,Ginger,17-06-2018,Kg,95,100,97.5
119144,Ginger,18-06-2018,Kg,100,110,105
119209,Ginger,19-06-2018,Kg,100,110,105
119272,Ginger,20-06-2018,Kg,100,110,105
119335,Ginger,21-06-2018,Kg,100,110,105
119398,Ginger,22-06-2018,Kg,100,110,105
119460,Ginger,23-06-2018,Kg,100,110,105
119523,Ginger,24-06-2018,Kg,100,110,105
119585,Ginger,25-06-2018,Kg,100,110,105
119647,Ginger,26-06-2018,Kg,100,110,105
119709,Ginger,27-06-2018,Kg,100,110,105
119770,Ginger,28-06-2018,Kg,100,110,105
119831,Ginger,29-06-2018,Kg,100,110,105
119893,Ginger,30-06-2018,Kg,100,110,105
119954,Ginger,01-07-2018,Kg,100,110,105
120016,Ginger,02-07-2018,Kg,100,110,105
120078,Ginger,03-07-2018,Kg,100,110,105
120139,Ginger,04-07-2018,Kg,100,110,105
120201,Ginger,05-07-2018,Kg,100,110,105
120263,Ginger,06-07-2018,Kg,90,100,95
120325,Ginger,07-07-2018,Kg,90,100,95
120387,Ginger,08-07-2018,Kg,90,100,95
120449,Ginger,09-07-2018,Kg,100,110,105
120511,Ginger,10-07-2018,Kg,95,100,97.5
120571,Ginger,11-07-2018,Kg,95,100,97.5
120631,Ginger,12-07-2018,Kg,95,100,97.5
120691,Ginger,13-07-2018,Kg,95,100,97.5
120751,Ginger,14-07-2018,Kg,95,100,97.5
120812,Ginger,15-07-2018,Kg,95,100,97.5
120873,Ginger,16-07-2018,Kg,90,100,95
120933,Ginger,17-07-2018,Kg,95,100,97.5
120993,Ginger,18-07-2018,Kg,95,100,97.5
121053,Ginger,19-07-2018,Kg,95,100,97.5
121115,Ginger,20-07-2018,Kg,95,100,97.5
121177,Ginger,21-07-2018,Kg,95,100,97.5
121239,Ginger,22-07-2018,Kg,95,100,97.5
121301,Ginger,23-07-2018,Kg,95,100,97.5
121363,Ginger,24-07-2018,Kg,95,100,97.5
121425,Ginger,25-07-2018,Kg,95,100,97.5
121487,Ginger,26-07-2018,Kg,95,100,97.5
121549,Ginger,27-07-2018,Kg,95,100,97.5
121611,Ginger,28-07-2018,Kg,95,100,97.5
121672,Ginger,29-07-2018,Kg,95,100,97.5
121733,Ginger,30-07-2018,Kg,95,100,97.5
121794,Ginger,31-07-2018,Kg,95,100,97.5
121855,Ginger,01-08-2018,Kg,100,110,105
121916,Ginger,02-08-2018,Kg,100,110,105
121977,Ginger,03-08-2018,Kg,100,110,105
122038,Ginger,04-08-2018,Kg,100,110,105
122099,Ginger,05-08-2018,Kg,100,110,105
122160,Ginger,06-08-2018,Kg,100,110,105
122221,Ginger,07-08-2018,Kg,100,110,105
122281,Ginger,08-08-2018,Kg,100,110,105
122342,Ginger,09-08-2018,Kg,100,110,105
122403,Ginger,10-08-2018,Kg,100,110,105
122464,Ginger,11-08-2018,Kg,100,110,105
122525,Ginger,12-08-2018,Kg,100,110,105
122585,Ginger,13-08-2018,Kg,100,110,105
122644,Ginger,14-08-2018,Kg,100,110,105
122703,Ginger,15-08-2018,Kg,100,110,105
122762,Ginger,16-08-2018,Kg,100,110,105
122820,Ginger,17-08-2018,Kg,100,110,105
122878,Ginger,18-08-2018,Kg,100,110,105
122937,Ginger,19-08-2018,Kg,100,110,105
122996,Ginger,20-08-2018,Kg,100,110,105
123038,Ginger,21-08-2018,Kg,100,110,105
123095,Ginger,22-08-2018,Kg,150,160,155
123154,Ginger,23-08-2018,Kg,150,160,155
123213,Ginger,24-08-2018,Kg,150,160,155
123272,Ginger,25-08-2018,Kg,150,160,155
123331,Ginger,26-08-2018,Kg,150,160,155
123392,Ginger,27-08-2018,Kg,150,160,155
123452,Ginger,28-08-2018,Kg,150,160,155
123512,Ginger,29-08-2018,Kg,135,140,137.5
123572,Ginger,30-08-2018,Kg,130,140,135
123631,Ginger,31-08-2018,Kg,140,150,145
123692,Ginger,01-09-2018,Kg,150,160,155
123753,Ginger,02-09-2018,Kg,150,160,155
123814,Ginger,03-09-2018,Kg,150,160,155
123874,Ginger,04-09-2018,Kg,150,160,155
123934,Ginger,05-09-2018,Kg,150,160,155
123995,Ginger,06-09-2018,Kg,150,160,155
124056,Ginger,07-09-2018,Kg,150,160,155
124117,Ginger,08-09-2018,Kg,150,160,155
124178,Ginger,09-09-2018,Kg,140,150,145
124239,Ginger,10-09-2018,Kg,140,150,145
124300,Ginger,11-09-2018,Kg,140,150,145
124361,Ginger,12-09-2018,Kg,140,150,145
124422,Ginger,13-09-2018,Kg,140,150,145
124483,Ginger,14-09-2018,Kg,140,150,145
124544,Ginger,15-09-2018,Kg,140,150,145
124605,Ginger,16-09-2018,Kg,130,140,135
124664,Ginger,17-09-2018,Kg,120,130,125
124722,Ginger,18-09-2018,Kg,120,130,125
124781,Ginger,19-09-2018,Kg,120,130,125
124840,Ginger,20-09-2018,Kg,110,120,115
124898,Ginger,21-09-2018,Kg,120,130,125
124956,Ginger,22-09-2018,Kg,120,130,125
125015,Ginger,23-09-2018,Kg,100,110,105
125074,Ginger,24-09-2018,Kg,100,110,105
125133,Ginger,25-09-2018,Kg,100,110,105
125191,Ginger,26-09-2018,Kg,100,110,105
125249,Ginger,27-09-2018,Kg,100,110,105
125307,Ginger,28-09-2018,Kg,100,110,105
125366,Ginger,29-09-2018,Kg,100,110,105
125425,Ginger,30-09-2018,Kg,100,110,105
125484,Ginger,01-10-2018,Kg,90,100,95
125544,Ginger,02-10-2018,Kg,90,100,95
125601,Ginger,03-10-2018,Kg,90,100,95
125662,Ginger,04-10-2018,Kg,90,100,95
125722,Ginger,05-10-2018,Kg,90,100,95
125782,Ginger,06-10-2018,Kg,90,100,95
125844,Ginger,07-10-2018,Kg,90,100,95
125906,Ginger,08-10-2018,Kg,90,100,95
125968,Ginger,09-10-2018,Kg,90,100,95
126029,Ginger,10-10-2018,Kg,90,100,95
126089,Ginger,11-10-2018,Kg,90,100,95
126150,Ginger,12-10-2018,Kg,90,100,95
126210,Ginger,13-10-2018,Kg,90,100,95
126270,Ginger,14-10-2018,Kg,90,100,95
126333,Ginger,15-10-2018,Kg,90,100,95
126395,Ginger,16-10-2018,Kg,90,100,95
126453,Ginger,17-10-2018,Kg,90,100,95
126507,Ginger,18-10-2018,Kg,90,100,95
126562,Ginger,19-10-2018,Kg,90,100,95
126619,Ginger,20-10-2018,Kg,90,100,95
126675,Ginger,21-10-2018,Kg,90,100,95
126732,Ginger,22-10-2018,Kg,90,100,95
126788,Ginger,23-10-2018,Kg,90,100,95
126848,Ginger,24-10-2018,Kg,90,100,95
126908,Ginger,25-10-2018,Kg,90,100,95
126968,Ginger,26-10-2018,Kg,90,100,95
127028,Ginger,27-10-2018,Kg,95,100,97.5
127088,Ginger,28-10-2018,Kg,95,100,97.5
127148,Ginger,29-10-2018,Kg,95,100,97.5
127207,Ginger,30-10-2018,Kg,100,110,105
127267,Ginger,31-10-2018,Kg,100,110,105
127328,Ginger,01-11-2018,Kg,90,100,95
127390,Ginger,02-11-2018,Kg,100,110,105
127452,Ginger,03-11-2018,Kg,100,110,105
127514,Ginger,04-11-2018,Kg,100,110,105
127576,Ginger,05-11-2018,Kg,100,110,105
127638,Ginger,06-11-2018,Kg,100,110,105
127700,Ginger,07-11-2018,Kg,95,100,97.5
127762,Ginger,08-11-2018,Kg,95,100,97.5
127824,Ginger,09-11-2018,Kg,95,100,97.5
127878,Ginger,10-11-2018,Kg,95,100,97.5
127940,Ginger,11-11-2018,Kg,95,100,97.5
128003,Ginger,12-11-2018,Kg,95,100,97.5
128065,Ginger,13-11-2018,Kg,95,100,97.5
128127,Ginger,14-11-2018,Kg,95,100,97.5
128189,Ginger,15-11-2018,Kg,95,100,97.5
128253,Ginger,16-11-2018,Kg,95,100,97.5
128319,Ginger,17-11-2018,Kg,95,100,97.5
128385,Ginger,18-11-2018,Kg,95,100,97.5
128452,Ginger,19-11-2018,Kg,95,100,97.5
128519,Ginger,20-11-2018,Kg,95,100,97.5
128586,Ginger,21-11-2018,Kg,95,100,97.5
128653,Ginger,22-11-2018,Kg,95,100,97.5
128719,Ginger,23-11-2018,Kg,95,100,97.5
128785,Ginger,24-11-2018,Kg,95,100,97.5
128851,Ginger,25-11-2018,Kg,95,100,97.5
128917,Ginger,26-11-2018,Kg,95,100,97.5
128983,Ginger,27-11-2018,Kg,95,100,97.5
129049,Ginger,28-11-2018,Kg,95,100,97.5
129115,Ginger,29-11-2018,Kg,95,100,97.5
129181,Ginger,30-11-2018,Kg,95,100,97.5
129247,Ginger,01-12-2018,Kg,95,100,97.5
129311,Ginger,02-12-2018,Kg,95,100,97.5
129377,Ginger,03-12-2018,Kg,95,100,97.5
129444,Ginger,04-12-2018,Kg,95,100,97.5
129511,Ginger,05-12-2018,Kg,100,110,105
129578,Ginger,06-12-2018,Kg,100,110,105
129645,Ginger,07-12-2018,Kg,100,110,105
129712,Ginger,08-12-2018,Kg,100,110,105
129778,Ginger,09-12-2018,Kg,100,110,105
129845,Ginger,10-12-2018,Kg,100,110,105
129912,Ginger,11-12-2018,Kg,100,110,105
129979,Ginger,12-12-2018,Kg,100,110,105
130044,Ginger,13-12-2018,Kg,100,110,105
130109,Ginger,14-12-2018,Kg,100,110,105
130174,Ginger,15-12-2018,Kg,100,110,105
130239,Ginger,16-12-2018,Kg,100,110,105
130304,Ginger,17-12-2018,Kg,100,115,107.5
130369,Ginger,18-12-2018,Kg,100,110,105
130434,Ginger,19-12-2018,Kg,100,115,107.5
130500,Ginger,20-12-2018,Kg,100,115,107.5
130566,Ginger,21-12-2018,Kg,100,115,107.5
130632,Ginger,22-12-2018,Kg,100,115,107.5
130699,Ginger,23-12-2018,Kg,110,120,115
130766,Ginger,24-12-2018,Kg,110,120,115
130833,Ginger,25-12-2018,Kg,110,120,115
130899,Ginger,26-12-2018,Kg,100,115,107.5
130964,Ginger,27-12-2018,Kg,110,120,115
131031,Ginger,28-12-2018,Kg,110,120,115
131098,Ginger,29-12-2018,Kg,110,120,115
131165,Ginger,30-12-2018,Kg,110,120,115
131233,Ginger,31-12-2018,Kg,110,120,115
131302,Ginger,01-01-2019,Kg,110,120,115
131368,Ginger,02-01-2019,Kg,110,120,115
131436,Ginger,03-01-2019,Kg,110,120,115
131504,Ginger,04-01-2019,Kg,110,120,115
131572,Ginger,05-01-2019,Kg,110,120,115
131640,Ginger,06-01-2019,Kg,110,120,115
131709,Ginger,07-01-2019,Kg,110,120,115
131778,Ginger,08-01-2019,Kg,110,120,115
131846,Ginger,09-01-2019,Kg,110,120,115
131913,Ginger,10-01-2019,Kg,110,120,115
131982,Ginger,11-01-2019,Kg,120,130,125
132051,Ginger,12-01-2019,Kg,120,130,125
132120,Ginger,13-01-2019,Kg,110,120,115
132189,Ginger,14-01-2019,Kg,110,120,115
132258,Ginger,15-01-2019,Kg,110,120,115
132326,Ginger,16-01-2019,Kg,110,120,115
132396,Ginger,17-01-2019,Kg,110,120,115
132466,Ginger,18-01-2019,Kg,110,120,115
132536,Ginger,19-01-2019,Kg,110,120,115
132606,Ginger,20-01-2019,Kg,110,120,115
132676,Ginger,21-01-2019,Kg,110,120,115
132744,Ginger,22-01-2019,Kg,110,120,115
132812,Ginger,23-01-2019,Kg,110,120,115
132880,Ginger,24-01-2019,Kg,110,120,115
132948,Ginger,25-01-2019,Kg,110,120,115
133016,Ginger,26-01-2019,Kg,110,120,115
133084,Ginger,27-01-2019,Kg,110,120,115
133151,Ginger,28-01-2019,Kg,110,120,115
133218,Ginger,29-01-2019,Kg,110,120,115
133286,Ginger,30-01-2019,Kg,110,120,115
133354,Ginger,31-01-2019,Kg,110,120,115
133422,Ginger,01-02-2019,Kg,110,120,115
133490,Ginger,02-02-2019,Kg,130,140,135
133558,Ginger,03-02-2019,Kg,110,120,115
133627,Ginger,04-02-2019,Kg,130,140,135
133696,Ginger,05-02-2019,Kg,150,160,155
133765,Ginger,06-02-2019,Kg,150,160,155
133833,Ginger,07-02-2019,Kg,150,160,155
133898,Ginger,08-02-2019,Kg,150,160,155
133963,Ginger,09-02-2019,Kg,150,160,155
134026,Ginger,10-02-2019,Kg,150,160,155
134088,Ginger,11-02-2019,Kg,150,160,155
134150,Ginger,12-02-2019,Kg,150,160,155
134213,Ginger,13-02-2019,Kg,150,160,155
134277,Ginger,14-02-2019,Kg,150,160,155
134342,Ginger,15-02-2019,Kg,150,160,155
134406,Ginger,16-02-2019,Kg,150,160,155
134472,Ginger,17-02-2019,Kg,150,160,155
134538,Ginger,18-02-2019,Kg,150,160,155
134603,Ginger,19-02-2019,Kg,150,160,155
134668,Ginger,20-02-2019,Kg,150,160,155
134733,Ginger,21-02-2019,Kg,150,160,155
134798,Ginger,22-02-2019,Kg,150,160,155
134863,Ginger,23-02-2019,Kg,150,160,155
134928,Ginger,24-02-2019,Kg,150,160,155
134993,Ginger,25-02-2019,Kg,150,160,155
135055,Ginger,26-02-2019,Kg,150,160,155
135119,Ginger,27-02-2019,Kg,150,160,155
135184,Ginger,28-02-2019,Kg,150,160,155
135249,Ginger,01-03-2019,Kg,150,160,155
135314,Ginger,02-03-2019,Kg,150,160,155
135377,Ginger,03-03-2019,Kg,150,160,155
135441,Ginger,05-03-2019,Kg,150,160,155
135505,Ginger,06-03-2019,Kg,150,160,155
135569,Ginger,07-03-2019,Kg,150,160,155
135635,Ginger,08-03-2019,Kg,150,160,155
135701,Ginger,09-03-2019,Kg,150,160,155
135767,Ginger,10-03-2019,Kg,150,160,155
135830,Ginger,11-03-2019,Kg,150,160,155
135892,Ginger,12-03-2019,Kg,150,160,155
135955,Ginger,13-03-2019,Kg,150,160,155
136017,Ginger,14-03-2019,Kg,150,160,155
136079,Ginger,15-03-2019,Kg,150,160,155
136143,Ginger,16-03-2019,Kg,140,150,145
136204,Ginger,17-03-2019,Kg,150,160,155
136267,Ginger,18-03-2019,Kg,150,160,155
136326,Ginger,19-03-2019,Kg,150,160,155
136388,Ginger,20-03-2019,Kg,150,160,155
136451,Ginger,21-03-2019,Kg,130,140,135
136513,Ginger,22-03-2019,Kg,140,150,145
136576,Ginger,23-03-2019,Kg,140,150,145
136640,Ginger,24-03-2019,Kg,140,150,145
136705,Ginger,25-03-2019,Kg,140,150,145
136771,Ginger,26-03-2019,Kg,140,150,145
136837,Ginger,27-03-2019,Kg,140,150,145
136904,Ginger,28-03-2019,Kg,140,150,145
136970,Ginger,29-03-2019,Kg,140,150,145
137036,Ginger,30-03-2019,Kg,140,150,145
137102,Ginger,31-03-2019,Kg,140,150,145
137168,Ginger,01-04-2019,Kg,140,150,145
137234,Ginger,02-04-2019,Kg,140,150,145
137302,Ginger,03-04-2019,Kg,140,150,145
137369,Ginger,04-04-2019,Kg,140,150,145
137436,Ginger,05-04-2019,Kg,140,150,145
137503,Ginger,06-04-2019,Kg,140,150,145
137570,Ginger,07-04-2019,Kg,140,150,145
137637,Ginger,08-04-2019,Kg,140,150,145
137703,Ginger,09-04-2019,Kg,140,150,145
137770,Ginger,10-04-2019,Kg,150,160,155
137839,Ginger,11-04-2019,Kg,150,160,155
137906,Ginger,12-04-2019,Kg,150,160,155
137974,Ginger,13-04-2019,Kg,150,160,155
138042,Ginger,14-04-2019,Kg,170,180,175
138110,Ginger,15-04-2019,Kg,150,160,155
138179,Ginger,16-04-2019,Kg,150,160,155
138248,Ginger,17-04-2019,Kg,150,160,155
138316,Ginger,18-04-2019,Kg,150,160,155
138383,Ginger,19-04-2019,Kg,150,160,155
138449,Ginger,20-04-2019,Kg,150,160,155
138513,Ginger,21-04-2019,Kg,150,160,155
138578,Ginger,22-04-2019,Kg,140,150,145
138643,Ginger,23-04-2019,Kg,140,150,145
138708,Ginger,24-04-2019,Kg,140,150,145
138773,Ginger,25-04-2019,Kg,140,150,145
138838,Ginger,26-04-2019,Kg,140,150,145
138902,Ginger,27-04-2019,Kg,160,170,165
138968,Ginger,28-04-2019,Kg,160,170,165
139033,Ginger,29-04-2019,Kg,160,170,165
139098,Ginger,30-04-2019,Kg,160,170,165
139163,Ginger,01-05-2019,Kg,160,170,165
139228,Ginger,02-05-2019,Kg,160,170,165
139293,Ginger,03-05-2019,Kg,160,170,165
139358,Ginger,04-05-2019,Kg,160,170,165
139420,Ginger,05-05-2019,Kg,160,170,165
139484,Ginger,06-05-2019,Kg,160,170,165
139547,Ginger,07-05-2019,Kg,160,170,165
139610,Ginger,08-05-2019,Kg,160,170,165
139673,Ginger,09-05-2019,Kg,160,170,165
139736,Ginger,10-05-2019,Kg,190,200,195
139799,Ginger,11-05-2019,Kg,190,200,195
139863,Ginger,12-05-2019,Kg,190,200,195
139925,Ginger,13-05-2019,Kg,190,200,195
139986,Ginger,14-05-2019,Kg,190,200,195
140047,Ginger,15-05-2019,Kg,190,200,195
140108,Ginger,16-05-2019,Kg,190,200,195
140169,Ginger,17-05-2019,Kg,200,210,205
140231,Ginger,18-05-2019,Kg,200,210,205
140294,Ginger,19-05-2019,Kg,200,220,210
140357,Ginger,20-05-2019,Kg,200,220,210
140420,Ginger,21-05-2019,Kg,200,220,210
140483,Ginger,22-05-2019,Kg,200,220,210
140546,Ginger,23-05-2019,Kg,200,220,210
140609,Ginger,24-05-2019,Kg,200,220,210
140672,Ginger,25-05-2019,Kg,200,220,210
140736,Ginger,26-05-2019,Kg,200,220,210
140801,Ginger,27-05-2019,Kg,190,200,195
140865,Ginger,28-05-2019,Kg,190,200,195
140931,Ginger,29-05-2019,Kg,190,200,195
140995,Ginger,30-05-2019,Kg,190,200,195
141066,Ginger,31-05-2019,Kg,190,200,195
141143,Ginger,01-06-2019,Kg,190,200,195
141216,Ginger,02-06-2019,Kg,190,200,195
141291,Ginger,03-06-2019,Kg,190,200,195
141374,Ginger,04-06-2019,Kg,190,200,195
141458,Ginger,05-06-2019,Kg,190,200,195
141543,Ginger,06-06-2019,Kg,190,200,195
141628,Ginger,07-06-2019,Kg,190,200,195
141709,Ginger,08-06-2019,Kg,190,200,195
141790,Ginger,09-06-2019,Kg,190,200,195
141871,Ginger,10-06-2019,Kg,190,200,195
141952,Ginger,11-06-2019,Kg,190,200,195
142033,Ginger,12-06-2019,Kg,190,200,195
142114,Ginger,13-06-2019,Kg,190,200,195
142195,Ginger,14-06-2019,Kg,190,200,195
142276,Ginger,15-06-2019,Kg,190,200,195
142356,Ginger,16-06-2019,Kg,190,200,195
142436,Ginger,17-06-2019,Kg,190,200,195
142516,Ginger,18-06-2019,Kg,190,200,195
142593,Ginger,19-06-2019,Kg,190,200,195
142671,Ginger,20-06-2019,Kg,190,200,195
142750,Ginger,21-06-2019,Kg,190,200,195
142828,Ginger,22-06-2019,Kg,190,200,195
142907,Ginger,23-06-2019,Kg,190,200,195
142986,Ginger,24-06-2019,Kg,190,200,195
143065,Ginger,25-06-2019,Kg,190,200,195
143145,Ginger,26-06-2019,Kg,190,200,195
143223,Ginger,27-06-2019,Kg,190,200,195
143302,Ginger,28-06-2019,Kg,190,200,195
143381,Ginger,29-06-2019,Kg,190,200,195
143461,Ginger,30-06-2019,Kg,190,200,195
143541,Ginger,01-07-2019,Kg,190,200,195
143621,Ginger,02-07-2019,Kg,190,200,195
143702,Ginger,03-07-2019,Kg,190,200,195
143782,Ginger,04-07-2019,Kg,190,200,195
143862,Ginger,05-07-2019,Kg,190,200,195
143940,Ginger,06-07-2019,Kg,190,200,195
144015,Ginger,07-07-2019,Kg,190,200,195
144093,Ginger,08-07-2019,Kg,190,200,195
144170,Ginger,09-07-2019,Kg,190,200,195
144247,Ginger,10-07-2019,Kg,190,200,195
144324,Ginger,11-07-2019,Kg,190,200,195
144401,Ginger,12-07-2019,Kg,190,200,195
144472,Ginger,13-07-2019,Kg,190,200,195
144547,Ginger,14-07-2019,Kg,190,200,195
144623,Ginger,15-07-2019,Kg,190,200,195
144698,Ginger,16-07-2019,Kg,190,200,195
144775,Ginger,17-07-2019,Kg,190,200,195
144853,Ginger,18-07-2019,Kg,190,200,195
144930,Ginger,19-07-2019,Kg,190,200,195
145008,Ginger,20-07-2019,Kg,230,240,235
145087,Ginger,21-07-2019,Kg,230,240,235
145166,Ginger,22-07-2019,Kg,230,240,235
145246,Ginger,23-07-2019,Kg,230,240,235
145326,Ginger,24-07-2019,Kg,230,240,235
145407,Ginger,25-07-2019,Kg,230,240,235
145487,Ginger,26-07-2019,Kg,230,240,235
145567,Ginger,27-07-2019,Kg,230,240,235
145645,Ginger,28-07-2019,Kg,230,240,235
145721,Ginger,29-07-2019,Kg,230,240,235
145798,Ginger,30-07-2019,Kg,230,240,235
145875,Ginger,31-07-2019,Kg,230,240,235
145952,Ginger,01-08-2019,Kg,220,230,225
146027,Ginger,02-08-2019,Kg,220,230,225
146103,Ginger,03-08-2019,Kg,220,230,225
146179,Ginger,04-08-2019,Kg,220,230,225
146255,Ginger,05-08-2019,Kg,120,130,125
146332,Ginger,06-08-2019,Kg,220,230,225
146409,Ginger,07-08-2019,Kg,220,230,225
146486,Ginger,08-08-2019,Kg,220,230,225
146562,Ginger,09-08-2019,Kg,220,230,225
146638,Ginger,10-08-2019,Kg,220,230,225
146713,Ginger,11-08-2019,Kg,220,230,225
146788,Ginger,12-08-2019,Kg,220,230,225
146863,Ginger,13-08-2019,Kg,220,230,225
146937,Ginger,14-08-2019,Kg,220,230,225
147011,Ginger,15-08-2019,Kg,220,230,225
147084,Ginger,16-08-2019,Kg,220,230,225
147154,Ginger,17-08-2019,Kg,220,230,225
147227,Ginger,18-08-2019,Kg,220,230,225
147302,Ginger,19-08-2019,Kg,220,230,225
147375,Ginger,20-08-2019,Kg,220,230,225
147447,Ginger,21-08-2019,Kg,220,230,225
147521,Ginger,22-08-2019,Kg,220,230,225
147595,Ginger,23-08-2019,Kg,220,230,225
147669,Ginger,24-08-2019,Kg,220,230,225
147742,Ginger,25-08-2019,Kg,220,230,225
147816,Ginger,26-08-2019,Kg,220,230,225
147890,Ginger,27-08-2019,Kg,220,230,225
147964,Ginger,28-08-2019,Kg,220,230,225
148038,Ginger,29-08-2019,Kg,120,130,125
148111,Ginger,30-08-2019,Kg,220,230,225
148184,Ginger,31-08-2019,Kg,220,230,225
148257,Ginger,01-09-2019,Kg,220,230,225
148329,Ginger,02-09-2019,Kg,220,230,225
148399,Ginger,03-09-2019,Kg,220,230,225
148470,Ginger,04-09-2019,Kg,220,230,225
148541,Ginger,05-09-2019,Kg,220,230,225
148616,Ginger,06-09-2019,Kg,220,230,225
148691,Ginger,07-09-2019,Kg,220,230,225
148765,Ginger,08-09-2019,Kg,220,230,225
148838,Ginger,09-09-2019,Kg,220,230,225
148911,Ginger,10-09-2019,Kg,220,230,225
148984,Ginger,11-09-2019,Kg,220,230,225
149057,Ginger,12-09-2019,Kg,220,230,225
149129,Ginger,13-09-2019,Kg,220,230,225
149201,Ginger,14-09-2019,Kg,220,230,225
149272,Ginger,15-09-2019,Kg,220,230,225
149344,Ginger,16-09-2019,Kg,190,200,195
149417,Ginger,17-09-2019,Kg,190,200,195
149476,Ginger,18-09-2019,Kg,190,200,195
149538,Ginger,19-09-2019,Kg,190,200,195
149606,Ginger,20-09-2019,Kg,190,200,195
149678,Ginger,21-09-2019,Kg,190,200,195
149749,Ginger,22-09-2019,Kg,190,200,195
149820,Ginger,23-09-2019,Kg,190,200,195
149890,Ginger,24-09-2019,Kg,190,200,195
149960,Ginger,25-09-2019,Kg,190,200,195
150032,Ginger,26-09-2019,Kg,160,170,165
150104,Ginger,27-09-2019,Kg,150,160,155
150174,Ginger,28-09-2019,Kg,150,160,155
150245,Ginger,29-09-2019,Kg,150,160,155
150315,Ginger,30-09-2019,Kg,150,160,155
150383,Ginger,01-10-2019,Kg,150,160,155
150450,Ginger,02-10-2019,Kg,190,200,195
150519,Ginger,03-10-2019,Kg,190,200,195
150588,Ginger,04-10-2019,Kg,190,200,195
150655,Ginger,05-10-2019,Kg,190,200,195
150724,Ginger,06-10-2019,Kg,190,200,195
150788,Ginger,07-10-2019,Kg,270,280,275
150852,Ginger,08-10-2019,Kg,140,150,145
150917,Ginger,09-10-2019,Kg,240,250,245
150980,Ginger,10-10-2019,Kg,240,250,245
151046,Ginger,11-10-2019,Kg,190,200,195
151113,Ginger,12-10-2019,Kg,190,200,195
151179,Ginger,13-10-2019,Kg,190,200,195
151250,Ginger,14-10-2019,Kg,190,200,195
151320,Ginger,15-10-2019,Kg,190,200,195
151390,Ginger,16-10-2019,Kg,150,160,155
151458,Ginger,17-10-2019,Kg,150,160,155
151528,Ginger,18-10-2019,Kg,150,160,155
151598,Ginger,19-10-2019,Kg,140,150,145
151667,Ginger,20-10-2019,Kg,150,160,155
151734,Ginger,21-10-2019,Kg,150,160,155
151802,Ginger,22-10-2019,Kg,150,160,155
151873,Ginger,23-10-2019,Kg,150,160,155
151944,Ginger,24-10-2019,Kg,150,160,155
152018,Ginger,25-10-2019,Kg,150,160,155
152092,Ginger,26-10-2019,Kg,150,160,155
152164,Ginger,27-10-2019,Kg,140,150,145
152238,Ginger,28-10-2019,Kg,140,150,145
152306,Ginger,29-10-2019,Kg,140,150,145
152363,Ginger,30-10-2019,Kg,140,150,145
152428,Ginger,31-10-2019,Kg,140,150,145
152496,Ginger,01-11-2019,Kg,140,150,145
152567,Ginger,02-11-2019,Kg,140,150,145
152639,Ginger,03-11-2019,Kg,140,150,145
152712,Ginger,04-11-2019,Kg,140,150,145
152787,Ginger,05-11-2019,Kg,140,150,145
152864,Ginger,06-11-2019,Kg,140,150,145
152942,Ginger,07-11-2019,Kg,140,150,145
153021,Ginger,08-11-2019,Kg,140,150,145
153100,Ginger,09-11-2019,Kg,140,150,145
153180,Ginger,10-11-2019,Kg,140,150,145
153260,Ginger,11-11-2019,Kg,140,150,145
153341,Ginger,12-11-2019,Kg,140,150,145
153422,Ginger,13-11-2019,Kg,140,150,145
153504,Ginger,14-11-2019,Kg,140,150,145
153587,Ginger,15-11-2019,Kg,140,150,145
153668,Ginger,16-11-2019,Kg,140,150,145
153750,Ginger,17-11-2019,Kg,140,150,145
153833,Ginger,18-11-2019,Kg,140,150,145
153917,Ginger,19-11-2019,Kg,140,150,145
154001,Ginger,20-11-2019,Kg,140,150,145
154083,Ginger,21-11-2019,Kg,140,150,145
154166,Ginger,22-11-2019,Kg,140,150,145
154250,Ginger,23-11-2019,Kg,140,150,145
154332,Ginger,24-11-2019,Kg,120,130,125
154415,Ginger,25-11-2019,Kg,120,130,125
154498,Ginger,26-11-2019,Kg,120,130,125
154582,Ginger,27-11-2019,Kg,120,130,125
154666,Ginger,28-11-2019,Kg,120,130,125
154750,Ginger,29-11-2019,Kg,120,130,125
154834,Ginger,30-11-2019,Kg,120,130,125
154916,Ginger,01-12-2019,Kg,120,130,125
154997,Ginger,02-12-2019,Kg,120,130,125
155079,Ginger,03-12-2019,Kg,110,120,115
155159,Ginger,04-12-2019,Kg,110,120,115
155240,Ginger,05-12-2019,Kg,110,120,115
155324,Ginger,06-12-2019,Kg,110,120,115
